image,px,py
00_001863.jpg,365.9160270690918,215.74003219604492
00_001864.jpg,366.5364227294922,216.43978881835938
00_001865.jpg,366.5364227294922,216.43978881835938
00_001866.jpg,366.6447334289551,213.82163619995117
00_001867.jpg,366.53065490722656,213.5732650756836
00_001868.jpg,367.42203521728516,213.96070098876953
00_001869.jpg,367.1960678100586,213.81415557861328
00_001870.jpg,367.1960678100586,213.81415557861328
00_001871.jpg,366.5430603027344,213.89056396484375
00_001872.jpg,366.9717025756836,214.13329696655273
00_001873.jpg,368.31657791137695,215.21105575561523
00_001874.jpg,367.7340965270996,215.2780418395996
00_001875.jpg,367.7340965270996,215.2780418395996
00_001876.jpg,367.8502998352051,215.75268173217773
00_001877.jpg,369.2631187438965,216.71831893920898
00_001878.jpg,369.2964324951172,216.83314514160156
00_001879.jpg,368.8622589111328,216.39202499389648
00_001880.jpg,368.8622589111328,216.39202499389648
00_001881.jpg,368.6285095214844,216.9246711730957
00_001882.jpg,369.0444030761719,217.3344497680664
00_001883.jpg,368.72790908813477,217.7645034790039
00_001884.jpg,368.8179016113281,217.98237228393555
00_001885.jpg,368.8179016113281,217.98237228393555
00_001886.jpg,369.2780952453613,218.22121047973633
00_001887.jpg,369.06707763671875,218.2470359802246
00_001888.jpg,369.8330612182617,218.80429458618164
00_001889.jpg,369.7972412109375,218.9526596069336
00_001890.jpg,369.7972412109375,218.9526596069336
00_001891.jpg,370.33105087280273,218.7679328918457
00_001892.jpg,372.17774200439453,219.39237213134766
00_001893.jpg,373.27087020874023,220.23960494995117
00_001894.jpg,372.48498916625977,220.6290397644043
00_001895.jpg,372.48498916625977,220.6290397644043
00_001896.jpg,370.4318542480469,220.95684432983398
00_001897.jpg,370.1820373535156,221.56815719604492
00_001898.jpg,368.5857048034668,222.2486457824707
00_001899.jpg,369.30173110961914,222.7695083618164
01_001906.jpg,364.0983009338379,221.4519386291504
01_001907.jpg,357.7520561218262,219.8564224243164
01_001908.jpg,355.49393463134766,220.01679611206055
01_001909.jpg,351.20425033569336,218.70219039916992
01_001910.jpg,351.20425033569336,218.70219039916992
01_001911.jpg,350.6673984527588,218.52570724487305
01_001912.jpg,347.7828826904297,217.86579513549805
01_001913.jpg,347.0024833679199,217.83271026611328
01_001914.jpg,347.0286159515381,217.44335556030273
01_001915.jpg,347.0286159515381,217.44335556030273
01_001916.jpg,347.3902282714844,217.68818283081055
01_001917.jpg,347.3776111602783,218.0030746459961
01_001918.jpg,347.9370651245117,217.95476913452148
01_001919.jpg,348.0286235809326,218.1676483154297
01_001920.jpg,348.0286235809326,218.1676483154297
01_001921.jpg,348.1772232055664,218.16342544555664
01_001922.jpg,348.1121635437012,218.01580429077148
01_001923.jpg,348.50548934936523,217.94406509399414
01_001924.jpg,348.6821460723877,217.88349151611328
01_001925.jpg,348.6821460723877,217.88349151611328
