image,px,py
00_000217.jpg,346.7367248535156,246.62882041931152
00_000218.jpg,346.7698631286621,246.37701034545898
00_000219.jpg,349.3347930908203,242.03516387939453
00_000220.jpg,349.5283546447754,241.66270446777344
00_000221.jpg,349.5283546447754,241.66270446777344
00_000222.jpg,349.26880264282227,241.49182891845703
00_000223.jpg,349.26880264282227,241.49182891845703
00_000224.jpg,351.4772262573242,240.4834270477295
00_000225.jpg,352.12425994873047,240.9105567932129
00_000226.jpg,352.12425994873047,240.9105567932129
00_000227.jpg,351.43539810180664,240.48920822143555
00_000228.jpg,351.43539810180664,240.48920822143555
00_000229.jpg,351.7967987060547,240.3995418548584
00_000230.jpg,352.0305709838867,240.5191192626953
00_000231.jpg,352.0305709838867,240.5191192626953
00_000232.jpg,351.9159927368164,240.50901794433594
00_000233.jpg,352.67491149902344,240.48987770080566
00_000234.jpg,352.67491149902344,240.48987770080566
00_000235.jpg,351.98345947265625,240.16332054138184
00_000236.jpg,351.98345947265625,240.16332054138184
00_000237.jpg,351.90229415893555,239.80445289611816
00_000238.jpg,352.2297172546387,239.75096702575684
00_000239.jpg,352.2297172546387,239.75096702575684
00_000240.jpg,352.04723739624023,239.84941864013672
00_000241.jpg,352.04723739624023,239.84941864013672
00_000242.jpg,352.24192810058594,239.76099586486816
00_000243.jpg,352.6676025390625,240.00496101379395
00_000244.jpg,352.79520416259766,240.08958435058594
00_000245.jpg,352.79520416259766,240.08958435058594
00_000246.jpg,353.19589614868164,240.09749603271484
00_000247.jpg,353.19589614868164,240.09749603271484
00_000248.jpg,353.6469383239746,240.3949089050293
00_000249.jpg,353.62134552001953,240.2185821533203
00_000250.jpg,353.62134552001953,240.2185821533203
00_000251.jpg,353.8258972167969,240.30299949645996
00_000252.jpg,353.8258972167969,240.30299949645996
00_000253.jpg,354.3086967468262,240.5944423675537
00_000254.jpg,354.5916976928711,240.60009765625
00_000255.jpg,354.5916976928711,240.60009765625
00_000256.jpg,354.24228286743164,240.69060516357422
00_000257.jpg,354.5276641845703,240.8823299407959
00_000258.jpg,354.5276641845703,240.8823299407959
00_000259.jpg,354.21402740478516,240.81173133850098
00_000260.jpg,354.21402740478516,240.81173133850098
00_000261.jpg,354.8252258300781,240.97993659973145
00_000262.jpg,354.81225204467773,240.93805503845215
